age,workclass,fnlwgt,education.num,marital.status,occupation,relationship,race,sex,capital.gain,capital.loss,hours.per.week,native.country,income,Unnamed: 0
46.0,Private,35136.0,6.0,Divorced,Adm-clerical,Own-child,Black,Male,0.0,0.0,40.0,United-States,0,
20.0,Private,444554.0,6.0,Never-married,Handlers-cleaners,Own-child,White,Male,0.0,0.0,40.0,United-States,0,
65.0,Private,361721.0,11.0,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,20.0,United-States,0,
30.0,Private,509500.0,13.0,Never-married,Tech-support,Not-in-family,White,Female,4787.0,0.0,45.0,United-States,1,
21.0,Private,344891.0,10.0,Never-married,Adm-clerical,Own-child,Asian-Pac-Islander,Male,0.0,0.0,20.0,United-States,0,
45.0,Private,140581.0,10.0,Widowed,Other-service,Unmarried,Black,Female,0.0,0.0,40.0,United-States,0,
32.0,Federal-gov,72338.0,11.0,Never-married,Prof-specialty,Other-relative,Asian-Pac-Islander,Male,0.0,0.0,40.0,United-States,0,
20.451897136530427,Self-emp-not-inc,181042.1210161207,13.420528788496403,Never-married,Machine-op-inspct,Not-in-family,White,Female,0.0019999998807907105,-0.001999999761581421,40.00134886562529,United-States,0,4395.0
31.0,Local-gov,83671.0,10.0,Never-married,Adm-clerical,Not-in-family,Black,Female,0.0,0.0,40.0,United-States,0,
57.0,Self-emp-inc,159028.0,15.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,99999.0,0.0,60.0,United-States,1,
63.0,Self-emp-not-inc,147589.0,13.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,30.0,United-States,1,
25.0,Private,73289.0,9.0,Never-married,Transport-moving,Own-child,White,Male,0.0,0.0,40.0,United-States,0,
34.0,Private,226629.0,9.0,Never-married,Priv-house-serv,Not-in-family,White,Female,0.0,0.0,40.0,Mexico,0,
25.0,Private,231638.0,9.0,Never-married,Adm-clerical,Own-child,White,Female,0.0,0.0,40.0,United-States,0,
49.0,Private,99361.0,15.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,45.0,United-States,0,
44.0,Self-emp-not-inc,120837.0,9.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,66.0,United-States,0,
39.0,Private,210991.0,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,0,
29.0,Private,89813.0,9.0,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,0.0,0.0,40.0,Scotland,0,
44.0,State-gov,98989.0,13.0,Married-civ-spouse,Prof-specialty,Husband,Amer-Indian-Eskimo,Male,0.0,0.0,38.0,United-States,1,
50.0,Private,73493.0,10.0,Divorced,Other-service,Not-in-family,White,Female,0.0,0.0,40.0,United-States,0,
47.0,Private,102308.0,14.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,40.0,United-States,1,
27.0,Private,204098.0,6.0,Never-married,Craft-repair,Not-in-family,White,Male,0.0,0.0,30.0,United-States,0,
33.0,Private,176711.0,9.0,Never-married,Adm-clerical,Not-in-family,White,Male,0.0,0.0,40.0,United-States,0,
35.36773677635523,Private,410218.36564614734,12.363972733604585,Never-married,Prof-specialty,Own-child,White,Female,0.0019993134737014773,-0.0019999995231628413,49.90696224267336,United-States,0,8947.0
33.0,Private,220939.0,9.0,Married-civ-spouse,Sales,Husband,White,Male,7298.0,0.0,45.0,United-States,1,
27.0,Private,194243.0,15.0,Never-married,Prof-specialty,Own-child,White,Female,0.0,0.0,40.0,United-States,0,
22.0,Private,189924.0,10.0,Never-married,Other-service,Not-in-family,White,Female,0.0,0.0,50.0,United-States,0,
18.72488989050868,State-gov,367048.25450422533,9.00041132211623,Never-married,Other-service,Own-child,Asian-Pac-Islander,Female,0.0019999992847442626,-0.002,40.00072119927111,United-States,0,10770.0
47.0,Private,84790.0,10.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,0,
21.0,Private,254904.0,9.0,Never-married,Craft-repair,Not-in-family,White,Female,0.0,0.0,30.0,United-States,0,
56.0,Self-emp-not-inc,176280.0,9.0,Divorced,Other-service,Not-in-family,White,Male,0.0,0.0,50.0,United-States,0,
40.04423285054732,Local-gov,43823.663956780554,9.000322618334863,Never-married,Adm-clerical,Own-child,White,Female,0.001999999403953552,-0.002,38.68503114323352,United-States,0,13020.0
39.0,Federal-gov,376455.0,15.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,1887.0,50.0,United-States,1,
44.0,Private,67671.0,10.0,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0.0,0.0,40.0,United-States,0,
23.0,Private,120068.0,11.0,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0.0,0.0,40.0,United-States,0,
23.0,Private,241185.0,9.0,Never-married,Adm-clerical,Not-in-family,White,Female,0.0,0.0,40.0,United-States,0,
29.0,Private,205249.0,14.0,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,0.0,0.0,40.0,Japan,0,
41.290622890048205,Private,105890.70017356834,10.00032019355845,Never-married,Other-service,Own-child,White,Female,0.002,-0.001999999761581421,26.67977961135868,United-States,0,7778.0
46.0,Local-gov,329752.0,7.0,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,30.0,United-States,0,
33.0,Self-emp-not-inc,167476.0,7.0,Divorced,Handlers-cleaners,Not-in-family,White,Male,0.0,0.0,7.0,United-States,0,
22.0,Private,203894.0,10.0,Never-married,Sales,Own-child,White,Female,0.0,0.0,15.0,United-States,0,
35.0,Private,185366.0,13.0,Never-married,Sales,Not-in-family,White,Male,0.0,0.0,50.0,United-States,0,
43.0,Private,26915.0,11.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,45.0,United-States,1,
41.0,Private,237321.0,2.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,40.0,Mexico,1,
24.0,Private,653574.0,9.0,Never-married,Craft-repair,Own-child,White,Male,0.0,0.0,40.0,El-Salvador,0,
22.0,Private,214635.0,9.0,Never-married,Machine-op-inspct,Not-in-family,White,Male,0.0,0.0,42.0,United-States,0,
37.0,Private,188503.0,13.0,Never-married,Adm-clerical,Not-in-family,White,Female,0.0,0.0,35.0,United-States,0,
46.0,Private,353512.0,9.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,40.0,United-States,1,
22.0,Private,50058.0,10.0,Never-married,Adm-clerical,Not-in-family,White,Female,0.0,0.0,35.0,United-States,0,
65.0,Private,80174.0,9.0,Divorced,Exec-managerial,Other-relative,White,Female,1848.0,0.0,50.0,United-States,0,
29.0,Federal-gov,224858.0,10.0,Married-civ-spouse,Protective-serv,Husband,White,Male,0.0,0.0,60.0,United-States,0,
55.02820189589779,Private,129714.3583003652,10.000729984402176,Divorced,Other-service,Unmarried,Black,Female,0.001999999761581421,-0.002,28.75129617913353,United-States,0,6040.0
36.0,State-gov,89508.0,15.0,Never-married,Prof-specialty,Not-in-family,White,Male,0.0,0.0,40.0,United-States,0,
46.0,Private,368561.0,13.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,55.0,United-States,1,
35.0,Private,170617.0,9.0,Never-married,Machine-op-inspct,Unmarried,Black,Female,0.0,0.0,48.0,United-States,0,
40.0,Private,204046.0,6.0,Divorced,Transport-moving,Own-child,White,Male,0.0,0.0,40.0,United-States,0,
29.0,Private,173611.0,10.0,Never-married,Sales,Own-child,White,Female,0.0,0.0,40.0,United-States,0,
51.0,Private,103824.0,9.0,Never-married,Other-service,Not-in-family,Black,Male,0.0,0.0,40.0,Haiti,0,
29.0,Private,29361.0,9.0,Never-married,Other-service,Not-in-family,White,Female,0.0,0.0,38.0,United-States,0,
46.0,Federal-gov,44706.0,13.0,Divorced,Prof-specialty,Unmarried,White,Female,0.0,0.0,50.0,United-States,1,
44.0,Private,202872.0,13.0,Never-married,Prof-specialty,Not-in-family,White,Female,0.0,0.0,45.0,United-States,0,
17.0,Private,250541.0,6.0,Never-married,Other-service,Own-child,Black,Male,0.0,0.0,20.0,United-States,0,
51.0,Self-emp-not-inc,127149.0,7.0,Married-civ-spouse,Farming-fishing,Husband,White,Male,0.0,0.0,45.0,United-States,1,
35.0,Private,144322.0,9.0,Divorced,Machine-op-inspct,Unmarried,White,Female,0.0,0.0,40.0,United-States,0,
36.0,Self-emp-not-inc,321274.0,13.0,Married-civ-spouse,Farming-fishing,Husband,White,Male,0.0,0.0,50.0,United-States,0,
42.0,Private,331651.0,14.0,Never-married,Prof-specialty,Not-in-family,White,Female,8614.0,0.0,50.0,United-States,1,
31.0,Self-emp-not-inc,81030.0,16.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,40.0,United-States,1,
48.0,Private,94342.0,13.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,55.0,United-States,0,
36.0,Private,162302.0,10.0,Never-married,Adm-clerical,Not-in-family,White,Female,0.0,0.0,35.0,United-States,0,
54.0,Private,36480.0,9.0,Married-civ-spouse,Sales,Husband,White,Male,15024.0,0.0,50.0,United-States,1,
40.0,Private,146653.0,13.0,Divorced,Adm-clerical,Unmarried,White,Female,0.0,0.0,20.0,United-States,0,
37.66451196945595,Private,90617.62801834027,10.000406067430493,Divorced,Other-service,Not-in-family,White,Female,0.002,-0.001999718427658081,75.80335447350282,United-States,0,4042.0
55.0,Private,151474.0,13.0,Never-married,Tech-support,Other-relative,White,Female,0.0,1590.0,38.0,United-States,0,
24.0,Private,113466.0,9.0,Never-married,Sales,Not-in-family,White,Male,0.0,0.0,40.0,United-States,0,
27.487520045717048,State-gov,330597.4850148147,9.000175408779954,Never-married,Other-service,Unmarried,Black,Female,0.0019999983310699464,-0.001999999761581421,21.877767959710933,United-States,0,5735.0
24.0,Private,202959.0,11.0,Never-married,Adm-clerical,Not-in-family,White,Female,0.0,0.0,40.0,United-States,0,
18.0,Private,214617.0,10.0,Never-married,Handlers-cleaners,Own-child,White,Male,0.0,0.0,30.0,United-States,0,
50.0,Local-gov,50459.0,9.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,42.0,United-States,1,
27.0,Private,205440.0,6.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,40.0,United-States,0,
23.0,Private,216472.0,10.0,Never-married,Tech-support,Own-child,White,Female,0.0,0.0,20.0,United-States,0,
30.0,Local-gov,44566.0,13.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,40.0,United-States,0,
30.0,Self-emp-not-inc,172748.0,4.0,Never-married,Craft-repair,Own-child,White,Male,0.0,0.0,40.0,United-States,0,
35.28809502989873,State-gov,263679.0357944877,13.646150633410404,Never-married,Other-service,Not-in-family,White,Female,0.00199999475479126,-0.002,40.00193148338499,United-States,0,12681.0
32.0,Private,317219.0,14.0,Never-married,Prof-specialty,Not-in-family,White,Female,0.0,1590.0,40.0,United-States,0,
41.0,Private,117585.0,9.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,1485.0,40.0,United-States,1,
24.0,Private,30656.0,9.0,Never-married,Handlers-cleaners,Not-in-family,White,Male,0.0,0.0,20.0,United-States,0,
41.0,Federal-gov,83411.0,9.0,Married-civ-spouse,Other-service,Husband,White,Male,0.0,0.0,40.0,United-States,0,
37.38268850799961,Private,155427.32389795847,9.000619224964948,Widowed,Other-service,Unmarried,White,Female,0.0020000002384185788,-0.002,40.001017292377384,United-States,0,13678.0
39.0,Self-emp-inc,216473.0,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,60.0,United-States,1,
53.0,Local-gov,99064.0,5.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,0,
43.0,Private,117728.0,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,44.0,United-States,0,
63.0,Private,237379.0,6.0,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,40.0,United-States,0,
29.0,Private,79481.0,10.0,Never-married,Tech-support,Not-in-family,White,Female,0.0,0.0,40.0,United-States,0,
31.0,Private,221167.0,15.0,Divorced,Tech-support,Not-in-family,White,Female,0.0,0.0,35.0,United-States,0,
26.0,Private,151626.0,13.0,Never-married,Prof-specialty,Not-in-family,Black,Female,0.0,0.0,45.0,United-States,0,
31.0,Self-emp-inc,113530.0,9.0,Never-married,Craft-repair,Not-in-family,White,Male,0.0,0.0,45.0,United-States,0,
21.0,Private,256240.0,7.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,40.0,United-States,0,
54.0,Private,37289.0,14.0,Married-civ-spouse,Exec-managerial,Wife,White,Female,0.0,0.0,55.0,United-States,1,
42.0,Private,303155.0,12.0,Divorced,Adm-clerical,Not-in-family,White,Male,0.0,0.0,40.0,United-States,0,
49.0,Private,200198.0,9.0,Married-civ-spouse,Other-service,Husband,Black,Male,0.0,0.0,40.0,United-States,0,
31.0,Private,159187.0,9.0,Divorced,Transport-moving,Own-child,White,Male,0.0,0.0,40.0,United-States,0,
36.0,Private,118909.0,12.0,Never-married,Adm-clerical,Unmarried,Black,Female,0.0,0.0,40.0,Jamaica,0,
54.0,Private,77336.0,9.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,40.0,United-States,0,
42.0,Federal-gov,557644.0,9.0,Never-married,Adm-clerical,Unmarried,White,Female,0.0,0.0,40.0,United-States,0,
26.0,Private,192022.0,13.0,Never-married,Prof-specialty,Own-child,White,Female,0.0,0.0,40.0,United-States,0,
55.0,Private,193374.0,10.0,Married-civ-spouse,Tech-support,Husband,White,Male,0.0,0.0,40.0,United-States,1,
47.0,Private,268022.0,9.0,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,55.0,United-States,1,
63.0,Self-emp-inc,110890.0,14.0,Divorced,Prof-specialty,Not-in-family,White,Male,0.0,0.0,70.0,United-States,1,
56.0,Private,132026.0,13.0,Married-civ-spouse,Sales,Husband,Black,Male,7688.0,0.0,45.0,United-States,1,
44.0,Private,33521.0,10.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,40.0,United-States,1,
59.0,Private,158813.0,10.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,60.0,United-States,1,
18.0,Private,312353.0,8.0,Never-married,Other-service,Own-child,Black,Male,0.0,0.0,20.0,United-States,0,
36.0,Private,112512.0,8.0,Separated,Other-service,Unmarried,White,Female,0.0,0.0,40.0,Mexico,0,
21.82273232275021,Private,24075.139690143387,10.000211692943687,Never-married,Tech-support,Not-in-family,White,Female,0.0019999989271163947,-0.002,38.54148749683564,United-States,0,5746.0
66.0,Private,29431.0,9.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,50.0,United-States,0,
24.0,Private,113515.0,9.0,Never-married,Exec-managerial,Not-in-family,White,Female,0.0,0.0,40.0,United-States,0,
40.0,Local-gov,26929.0,14.0,Never-married,Prof-specialty,Not-in-family,White,Female,0.0,0.0,40.0,United-States,0,
36.0,Private,130620.0,13.0,Married-civ-spouse,Prof-specialty,Wife,Asian-Pac-Islander,Female,0.0,0.0,35.0,Philippines,1,
51.0,Private,131068.0,9.0,Divorced,Other-service,Not-in-family,White,Female,0.0,0.0,40.0,United-States,0,
50.0,Federal-gov,222020.0,9.0,Married-civ-spouse,Adm-clerical,Husband,White,Male,0.0,0.0,48.0,United-States,0,
27.0,Private,29732.0,13.0,Never-married,Prof-specialty,Not-in-family,White,Female,4865.0,0.0,36.0,United-States,0,
23.0,Private,120910.0,9.0,Never-married,Other-service,Unmarried,White,Female,0.0,0.0,35.0,United-States,0,
26.0,Private,159603.0,12.0,Never-married,Adm-clerical,Unmarried,White,Female,0.0,0.0,32.0,United-States,0,
58.0,Private,147707.0,9.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024.0,0.0,60.0,United-States,1,
54.521045395232285,Private,425527.2221785868,9.000492677151533,Widowed,Adm-clerical,Unmarried,White,Female,0.0019999823570251464,-0.0019994012117385863,40.001696027514356,United-States,0,1569.0
30.0,Private,117393.0,9.0,Never-married,Sales,Not-in-family,White,Female,0.0,0.0,40.0,United-States,0,
35.0,Local-gov,103966.0,14.0,Divorced,Adm-clerical,Unmarried,White,Female,0.0,0.0,41.0,United-States,0,
30.0,Private,70377.0,9.0,Divorced,Prof-specialty,Own-child,White,Female,0.0,0.0,40.0,United-States,0,
36.0,Private,173542.0,13.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,40.0,United-States,1,
62.0,Private,138621.0,11.0,Separated,Priv-house-serv,Not-in-family,Black,Female,0.0,0.0,20.0,United-States,0,
37.0,Private,405723.0,2.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,40.0,Mexico,0,
20.0,Private,105244.0,10.0,Never-married,Handlers-cleaners,Not-in-family,White,Male,0.0,0.0,50.0,United-States,0,
36.0,Private,297847.0,9.0,Never-married,Other-service,Not-in-family,Black,Female,0.0,2001.0,40.0,United-States,0,
48.0,Self-emp-inc,185041.0,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,7298.0,0.0,50.0,United-States,1,
30.0,Private,29662.0,12.0,Married-civ-spouse,Other-service,Wife,White,Female,0.0,0.0,25.0,United-States,1,
44.0,Private,151504.0,10.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,50.0,United-States,0,
44.0,Private,379919.0,12.0,Married-civ-spouse,Farming-fishing,Husband,White,Male,0.0,0.0,60.0,United-States,1,
44.0,Local-gov,171589.0,11.0,Married-civ-spouse,Craft-repair,Husband,White,Male,7688.0,0.0,40.0,United-States,1,
17.0,Private,102726.0,8.0,Never-married,Other-service,Own-child,White,Male,0.0,0.0,16.0,United-States,0,
53.0,Federal-gov,271544.0,9.0,Married-civ-spouse,Adm-clerical,Husband,Black,Male,0.0,1977.0,40.0,United-States,1,
42.0,Private,89413.0,8.0,Never-married,Farming-fishing,Own-child,White,Male,0.0,0.0,40.0,United-States,0,
32.0,Private,171116.0,9.0,Divorced,Other-service,Own-child,White,Female,0.0,0.0,40.0,United-States,0,
20.0,Private,174391.0,9.0,Never-married,Handlers-cleaners,Own-child,White,Female,0.0,0.0,40.0,United-States,0,
33.0,Private,209768.0,13.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,40.0,United-States,1,
39.0,Private,138192.0,13.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,0,
44.0,Private,368757.0,10.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,40.0,United-States,0,
27.0,Private,79787.0,14.0,Never-married,Exec-managerial,Not-in-family,White,Female,0.0,0.0,25.0,United-States,0,
53.0,Private,177916.0,13.0,Married-civ-spouse,Adm-clerical,Husband,White,Male,7298.0,0.0,40.0,United-States,1,
43.0,Private,154210.0,9.0,Married-civ-spouse,Other-service,Husband,Asian-Pac-Islander,Male,2829.0,0.0,60.0,China,0,
31.0,Private,168387.0,13.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,7688.0,0.0,40.0,Canada,1,
42.0,Private,83411.0,10.0,Divorced,Exec-managerial,Not-in-family,White,Male,0.0,1408.0,40.0,United-States,0,
47.0,Self-emp-not-inc,248776.0,14.0,Never-married,Exec-managerial,Not-in-family,Black,Male,0.0,0.0,25.0,United-States,0,
45.04671798977872,Private,211339.29168942454,10.000771534740442,Married-spouse-absent,Sales,Not-in-family,White,Female,8880.033275065525,-0.002,30.67805304265327,United-States,0,9053.0
24.0,Private,124963.0,9.0,Never-married,Machine-op-inspct,Own-child,White,Male,0.0,0.0,30.0,United-States,0,
22.0,Private,615367.0,13.0,Never-married,Sales,Not-in-family,White,Female,0.0,0.0,60.0,United-States,0,
20.0,Private,323009.0,9.0,Never-married,Adm-clerical,Unmarried,White,Female,0.0,0.0,40.0,Germany,0,
18.0,Private,238401.0,10.0,Never-married,Sales,Own-child,White,Female,0.0,0.0,25.0,United-States,0,
45.0,Private,214627.0,16.0,Widowed,Prof-specialty,Unmarried,White,Male,15020.0,0.0,40.0,Iran,1,
41.0,Private,122215.0,14.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,15024.0,0.0,40.0,United-States,1,
21.0,Private,243368.0,1.0,Never-married,Farming-fishing,Not-in-family,White,Male,0.0,0.0,50.0,Mexico,0,
27.0,Private,223751.0,10.0,Never-married,Craft-repair,Not-in-family,White,Male,0.0,0.0,45.0,United-States,0,
32.0,Private,154950.0,15.0,Never-married,Prof-specialty,Not-in-family,White,Male,0.0,0.0,40.0,United-States,0,
30.0,Local-gov,168387.0,13.0,Never-married,Exec-managerial,Own-child,White,Male,0.0,0.0,40.0,United-States,0,
29.0,Private,116662.0,13.0,Never-married,Handlers-cleaners,Not-in-family,White,Male,0.0,0.0,40.0,United-States,0,
58.0,Private,159378.0,9.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,45.0,United-States,1,
40.0,State-gov,184378.0,13.0,Married-civ-spouse,Adm-clerical,Husband,White,Male,0.0,0.0,40.0,United-States,0,
46.0,Private,140782.0,12.0,Divorced,Prof-specialty,Not-in-family,White,Female,0.0,0.0,50.0,United-States,0,
48.0,Local-gov,246392.0,12.0,Separated,Adm-clerical,Not-in-family,Black,Female,0.0,0.0,40.0,United-States,0,
60.0,Self-emp-inc,105339.0,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,7298.0,0.0,60.0,United-States,1,
33.0,Private,232475.0,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,1,
33.73579042791306,Private,250206.63822242143,9.000520810365055,Never-married,Craft-repair,Unmarried,Black,Female,0.001999999761581421,-0.001999637007713318,40.00156221353711,United-States,0,7989.0
34.0,Private,208043.0,11.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,7298.0,0.0,45.0,United-States,1,
32.0,Private,46746.0,10.0,Divorced,Craft-repair,Unmarried,White,Male,0.0,0.0,40.0,United-States,0,
46.0,Private,203067.0,15.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,40.0,United-States,1,
56.0,Private,367200.0,9.0,Divorced,Craft-repair,Other-relative,White,Male,0.0,0.0,40.0,United-States,0,
46.0,Private,133616.0,10.0,Divorced,Adm-clerical,Unmarried,White,Female,0.0,0.0,40.0,United-States,0,
32.0,Private,326283.0,13.0,Never-married,Other-service,Unmarried,Other,Male,0.0,0.0,40.0,United-States,0,
38.0,Private,161016.0,10.0,Divorced,Prof-specialty,Not-in-family,White,Female,0.0,0.0,32.0,United-States,0,
41.0,Private,223548.0,2.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,40.0,Mexico,0,
23.0,Local-gov,190709.0,12.0,Never-married,Protective-serv,Not-in-family,White,Male,0.0,0.0,52.0,United-States,0,
60.0,Private,372838.0,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,0,
35.0,Self-emp-not-inc,188563.0,9.0,Divorced,Farming-fishing,Own-child,White,Male,0.0,0.0,50.0,United-States,0,
27.0,Private,205145.0,9.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,40.0,United-States,0,
47.0,State-gov,167281.0,13.0,Married-civ-spouse,Other-service,Husband,White,Male,0.0,0.0,40.0,United-States,0,
57.44984721448218,Self-emp-inc,149570.11394315446,10.000363324969523,Divorced,Other-service,Unmarried,Black,Female,0.0019999996423721318,-0.002,40.000511691865356,United-States,0,12019.0
31.0,Private,87054.0,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,50.0,United-States,0,
48.0,Private,238726.0,9.0,Widowed,Adm-clerical,Unmarried,White,Female,0.0,0.0,40.0,United-States,0,
68.0,Self-emp-not-inc,198554.0,10.0,Divorced,Transport-moving,Not-in-family,White,Female,0.0,0.0,20.0,United-States,0,
28.0,Private,27956.0,15.0,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0.0,0.0,99.0,Philippines,0,
42.0,Private,144778.0,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,50.0,United-States,0,
42.0,Private,203393.0,13.0,Married-civ-spouse,Craft-repair,Wife,Black,Female,0.0,0.0,35.0,United-States,1,
40.0,Private,245529.0,12.0,Divorced,Prof-specialty,Not-in-family,White,Female,0.0,0.0,40.0,United-States,0,
39.0,Private,226374.0,6.0,Divorced,Other-service,Unmarried,Black,Female,0.0,0.0,40.0,United-States,0,
20.0,Private,180497.0,9.0,Never-married,Other-service,Not-in-family,Black,Female,0.0,0.0,40.0,United-States,0,
38.0,Private,185556.0,10.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,Italy,0,
38.03037857809861,Private,226169.16710861571,7.348353201638666,Separated,Other-service,Not-in-family,Black,Female,0.002,-0.002,40.001662515398884,United-States,0,1277.0
53.0,Private,177705.0,13.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,44.0,United-States,1,
50.0,Self-emp-not-inc,54261.0,9.0,Married-civ-spouse,Farming-fishing,Husband,White,Male,0.0,0.0,84.0,United-States,0,
41.0,Local-gov,90692.0,9.0,Divorced,Prof-specialty,Unmarried,Asian-Pac-Islander,Female,0.0,0.0,40.0,United-States,0,
24.0,Private,176389.0,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,0,
50.0,Private,226735.0,10.0,Married-civ-spouse,Protective-serv,Husband,Black,Male,0.0,0.0,70.0,United-States,1,
31.0,Private,128591.0,5.0,Divorced,Transport-moving,Not-in-family,White,Male,0.0,0.0,40.0,United-States,0,
32.0,Private,72744.0,9.0,Never-married,Craft-repair,Own-child,White,Male,0.0,0.0,40.0,United-States,0,
31.0,Private,149507.0,8.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,43.0,United-States,0,
45.0,Private,168598.0,8.0,Married-civ-spouse,Adm-clerical,Wife,Black,Female,3103.0,0.0,40.0,United-States,1,
66.0,Self-emp-not-inc,28061.0,4.0,Widowed,Farming-fishing,Unmarried,White,Male,0.0,0.0,50.0,United-States,0,
23.0,Private,45713.0,10.0,Never-married,Craft-repair,Other-relative,White,Male,0.0,0.0,40.0,United-States,0,
38.0,Private,102938.0,13.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,0,
24.0,Private,201680.0,9.0,Never-married,Adm-clerical,Unmarried,White,Male,0.0,0.0,60.0,United-States,0,
48.0,Private,191858.0,10.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,0,
33.0,Private,239781.0,1.0,Married-civ-spouse,Farming-fishing,Husband,White,Male,0.0,0.0,40.0,Mexico,0,
49.0,Private,81654.0,15.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,60.0,United-States,1,
59.0,Local-gov,171328.0,9.0,Separated,Protective-serv,Other-relative,Black,Female,0.0,2339.0,40.0,United-States,0,
23.0,Private,265356.0,13.0,Never-married,Exec-managerial,Unmarried,White,Male,0.0,0.0,40.0,United-States,0,
53.0,Local-gov,324021.0,10.0,Divorced,Other-service,Not-in-family,White,Female,0.0,0.0,40.0,United-States,0,
58.0,Private,222247.0,6.0,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,1887.0,40.0,United-States,1,
21.0,Private,275291.0,10.0,Never-married,Sales,Own-child,White,Male,0.0,0.0,12.0,United-States,0,
39.0,Private,188540.0,9.0,Divorced,Exec-managerial,Not-in-family,White,Male,0.0,0.0,45.0,United-States,0,
28.0,State-gov,73211.0,10.0,Married-civ-spouse,Adm-clerical,Husband,Asian-Pac-Islander,Male,0.0,0.0,20.0,United-States,0,
